trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,num_distr,fixation.started,target.started,mouse.started,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,participant,session,date,expName,psychopyVersion,frameRate,
69,0,69,0,10,165.41007799998624,165.41007799998624,0.03639239998301491,[-0.0322265625],[0.484375],[1],[0],[0],[3.1318600999657065],['target'],dt,001,2022-09-27_23h02.40.244,visual search exp,2022.2.2,59.854398176283496,
70,0,70,0,5,168.5561123000225,168.5561123000225,0.020461700041778386,[0.193359375],[0.4111328125],[1],[0],[0],[1.7536123000318184],['target'],dt,001,2022-09-27_23h02.40.244,visual search exp,2022.2.2,59.854398176283496,
71,0,71,0,5,170.34808839997277,170.34808839997277,0.027290500001981854,[0.4306640625],[0.1796875],[1],[0],[0],[1.6832244000397623],['target'],dt,001,2022-09-27_23h02.40.244,visual search exp,2022.2.2,59.854398176283496,
72,0,72,0,10,172.0820271000266,172.0820271000266,0.03827169997384772,[-0.07421875],[0.2265625],[1],[0],[0],[1.6294465999817476],['target'],dt,001,2022-09-27_23h02.40.244,visual search exp,2022.2.2,59.854398176283496,
73,0,73,0,10,173.7568626999855,173.7568626999855,0.037110299977939576,[-0.287109375],[0.1875],[1],[0],[0],[1.546769599954132],['target'],dt,001,2022-09-27_23h02.40.244,visual search exp,2022.2.2,59.854398176283496,
74,0,74,0,10,175.34243329998571,175.34243329998571,0.03750800003763288,[-0.376953125],[0.251953125],[1],[0],[0],[1.4263512999750674],['target'],dt,001,2022-09-27_23h02.40.244,visual search exp,2022.2.2,59.854398176283496,
75,0,75,0,5,176.78425849997438,176.78425849997438,0.018578700022771955,[0.4765625],[0.2177734375],[1],[0],[0],[2.027030299999751],['target'],dt,001,2022-09-27_23h02.40.244,visual search exp,2022.2.2,59.854398176283496,
76,0,76,0,10,178.86624379997374,178.86624379997374,0.03941399999894202,[0.1611328125],[0.1669921875],[1],[0],[0],[1.887994799995795],['target'],dt,001,2022-09-27_23h02.40.244,visual search exp,2022.2.2,59.854398176283496,
77,0,77,0,5,180.76849960000254,180.76849960000254,0.019501200004015118,[0.2236328125],[0.21484375],[1],[0],[0],[1.5808352999738418],['target'],dt,001,2022-09-27_23h02.40.244,visual search exp,2022.2.2,59.854398176283496,
78,0,78,0,5,182.3770199000137,182.3770199000137,0.022273999988101423,[-0.2099609375],[-0.38671875],[1],[0],[0],[1.766741200000979],['target'],dt,001,2022-09-27_23h02.40.244,visual search exp,2022.2.2,59.854398176283496,
79,0,79,0,5,184.17268800002057,184.17268800002057,0.0237174000358209,[0.439453125],[-0.4755859375],[1],[0],[0],[2.10848709999118],['target'],dt,001,2022-09-27_23h02.40.244,visual search exp,2022.2.2,59.854398176283496,
80,0,80,0,10,186.33625459996983,186.33625459996983,0.03935850004199892,[0.46875],[0.4921875],[1],[0],[0],[2.7840099000022747],['target'],dt,001,2022-09-27_23h02.40.244,visual search exp,2022.2.2,59.854398176283496,
81,0,81,0,5,189.13282479997724,189.13282479997724,0.018978500040248036,[-0.490234375],[0.13671875],[1],[0],[0],[1.7112041999935172],['target'],dt,001,2022-09-27_23h02.40.244,visual search exp,2022.2.2,59.854398176283496,
82,0,82,0,5,190.87102640001103,190.87102640001103,0.019420199969317764,[0.419921875],[-0.3896484375],[1],[0],[0],[1.679211899987422],['target'],dt,001,2022-09-27_23h02.40.244,visual search exp,2022.2.2,59.854398176283496,
83,0,83,0,10,192.60489479999524,192.60489479999524,0.03964790003374219,[-0.3583984375],[-0.3388671875],[1],[0],[0],[2.3100528999930248],['target'],dt,001,2022-09-27_23h02.40.244,visual search exp,2022.2.2,59.854398176283496,
84,0,84,0,5,194.9507692999905,194.9507692999905,0.03060980001464486,[-0.1630859375],[0.4296875],[1],[0],[0],[2.053858599974774],['target'],dt,001,2022-09-27_23h02.40.244,visual search exp,2022.2.2,59.854398176283496,
85,0,85,0,10,197.05024110001978,197.05024110001978,0.039706200012005866,[0.2197265625],[0.5],[1],[0],[0],[1.5550193999661133],['target'],dt,001,2022-09-27_23h02.40.244,visual search exp,2022.2.2,59.854398176283496,
86,0,86,0,10,198.64520450000418,198.64520450000418,0.03892880002968013,[0.36328125],[-0.0537109375],[1],[0],[0],[1.707420099992305],['target'],dt,001,2022-09-27_23h02.40.244,visual search exp,2022.2.2,59.854398176283496,
87,0,87,0,5,200.3892482999945,200.3892482999945,0.03169719997094944,[-0.224609375],[0.43359375],[1],[0],[0],[1.9643316000001505],['target'],dt,001,2022-09-27_23h02.40.244,visual search exp,2022.2.2,59.854398176283496,
88,0,88,0,10,202.39906720002182,202.39906720002182,0.03863290004665032,[-0.02734375],[0.177734375],[1],[0],[0],[1.9058287999941967],['target'],dt,001,2022-09-27_23h02.40.244,visual search exp,2022.2.2,59.854398176283496,
89,0,89,0,10,204.34529349999502,204.34529349999502,0.036959399993065745,[0.1328125],[-0.26171875],[1],[0],[0],[2.1257194000063464],['target'],dt,001,2022-09-27_23h02.40.244,visual search exp,2022.2.2,59.854398176283496,
90,0,90,0,10,206.51312680001138,206.51312680001138,0.0366428000270389,[0.4111328125],[0.357421875],[1],[0],[0],[1.7929294999921694],['target'],dt,001,2022-09-27_23h02.40.244,visual search exp,2022.2.2,59.854398176283496,
91,0,91,0,5,208.31765400001314,208.31765400001314,0.019176800036802888,[-0.078125],[0.4208984375],[1],[0],[0],[1.3937526000081562],['target'],dt,001,2022-09-27_23h02.40.244,visual search exp,2022.2.2,59.854398176283496,
92,0,92,0,5,209.73746949998895,209.73746949998895,0.01983699999982491,[0.44921875],[-0.2001953125],[1],[0],[0],[1.7918460000073537],['target'],dt,001,2022-09-27_23h02.40.244,visual search exp,2022.2.2,59.854398176283496,
93,0,93,0,5,211.55807590001496,211.55807590001496,0.02188800001749769,[0.306640625],[0.095703125],[1],[0],[0],[1.42312980000861],['target'],dt,001,2022-09-27_23h02.40.244,visual search exp,2022.2.2,59.854398176283496,
94,0,94,0,10,213.0343453999958,213.0343453999958,0.03867519996128976,[-0.3251953125],[0.439453125],[1],[0],[0],[1.7397307999781333],['target'],dt,001,2022-09-27_23h02.40.244,visual search exp,2022.2.2,59.854398176283496,
95,0,95,0,10,214.82413169997744,214.82413169997744,0.04566740000154823,[0.2587890625],[-0.046875],[1],[0],[0],[1.2495880000060424],['target'],dt,001,2022-09-27_23h02.40.244,visual search exp,2022.2.2,59.854398176283496,
96,0,96,0,5,216.0897099999711,216.0897099999711,0.019607099995482713,[0.353515625],[-0.3642578125],[1],[0],[0],[1.5408942000358365],['target'],dt,001,2022-09-27_23h02.40.244,visual search exp,2022.2.2,59.854398176283496,
97,0,97,0,10,217.69086249999236,217.69086249999236,0.04627370001981035,[-0.47265625],[-0.4609375],[1],[0],[0],[2.551244999980554],['target'],dt,001,2022-09-27_23h02.40.244,visual search exp,2022.2.2,59.854398176283496,
98,0,98,0,10,220.28706820000662,220.28706820000662,0.03798590000951663,[0.08984375],[-0.2333984375],[1],[0],[0],[2.151515199977439],['target'],dt,001,2022-09-27_23h02.40.244,visual search exp,2022.2.2,59.854398176283496,
99,0,99,0,10,222.47860610001953,222.47860610001953,0.036432099994271994,[-0.2890625],[-0.4501953125],[1],[0],[0],[1.576240600028541],['target'],dt,001,2022-09-27_23h02.40.244,visual search exp,2022.2.2,59.854398176283496,
100,0,100,0,10,224.10340979998,224.10340979998,0.04011909995460883,[-0.0107421875],[-0.021484375],[1],[0],[0],[4.15500950004207],['target'],dt,001,2022-09-27_23h02.40.244,visual search exp,2022.2.2,59.854398176283496,
101,0,101,0,10,228.29637330002151,228.29637330002151,0.03544419998070225,[-0.2763671875],[0.1748046875],[1],[0],[0],[1.6793276999960653],['target'],dt,001,2022-09-27_23h02.40.244,visual search exp,2022.2.2,59.854398176283496,
102,0,102,0,5,229.98677229997702,229.98677229997702,0.01892439997754991,[0.1630859375],[-0.0341796875],[1],[0],[0],[1.4589338999940082],['target'],dt,001,2022-09-27_23h02.40.244,visual search exp,2022.2.2,59.854398176283496,
103,0,103,0,5,231.47556519997306,231.47556519997306,0.021543000009842217,[-0.470703125],[-0.015625],[1],[0],[0],[1.7053932000417262],['target'],dt,001,2022-09-27_23h02.40.244,visual search exp,2022.2.2,59.854398176283496,
104,0,104,0,5,233.21084860002156,233.21084860002156,0.02311460004420951,[0.142578125],[0.1455078125],[1],[0],[0],[1.2199700000346638],['target'],dt,001,2022-09-27_23h02.40.244,visual search exp,2022.2.2,59.854398176283496,
105,0,105,0,10,234.4835185999982,234.4835185999982,0.036252700025215745,[0.1435546875],[-0.3994140625],[1],[0],[0],[1.8912899999995716],['target'],dt,001,2022-09-27_23h02.40.244,visual search exp,2022.2.2,59.854398176283496,
106,0,106,0,10,236.41289440001128,236.41289440001128,0.03547669999534264,[0.203125],[0.021484375],[1],[0],[0],[1.31433039996773],['target'],dt,001,2022-09-27_23h02.40.244,visual search exp,2022.2.2,59.854398176283496,
107,0,107,0,10,237.77819099999033,237.77819099999033,0.04522329999599606,[0.4423828125],[-0.365234375],[1],[0],[0],[1.6931671999627724],['target'],dt,001,2022-09-27_23h02.40.244,visual search exp,2022.2.2,59.854398176283496,
108,0,108,0,5,239.5104488999932,239.5104488999932,0.031360500026494265,[-0.4921875],[0.3251953125],[1],[0],[0],[2.114440400036983],['target'],dt,001,2022-09-27_23h02.40.244,visual search exp,2022.2.2,59.854398176283496,
109,0,109,0,10,241.66903039999306,241.66903039999306,0.037585999991279095,[-0.0048828125],[-0.23046875],[1],[0],[0],[1.821887300000526],['target'],dt,001,2022-09-27_23h02.40.244,visual search exp,2022.2.2,59.854398176283496,
110,0,110,0,5,243.50465229997644,243.50465229997644,0.02066380000906065,[0.3447265625],[-0.1435546875],[1],[0],[0],[2.195948300010059],['target'],dt,001,2022-09-27_23h02.40.244,visual search exp,2022.2.2,59.854398176283496,
111,0,111,0,5,245.73118150001392,245.73118150001392,0.02458139997906983,[-0.09375],[-0.01953125],[1],[0],[0],[1.6682022000313736],['target'],dt,001,2022-09-27_23h02.40.244,visual search exp,2022.2.2,59.854398176283496,
112,0,112,0,5,247.4213991999859,247.4213991999859,0.01898980000987649,[-0.4921875],[-0.1240234375],[1],[0],[0],[1.6900880000321195],['target'],dt,001,2022-09-27_23h02.40.244,visual search exp,2022.2.2,59.854398176283496,
113,0,113,0,10,249.1663627999951,249.1663627999951,0.03849970002193004,[0.396484375],[0.0078125],[1],[0],[0],[2.091200399969239],['target'],dt,001,2022-09-27_23h02.40.244,visual search exp,2022.2.2,59.854398176283496,
114,0,114,0,5,251.27259279997088,251.27259279997088,0.01915259996894747,[0.361328125],[0.3662109375],[1],[0],[0],[1.8926139999530278],['target'],dt,001,2022-09-27_23h02.40.244,visual search exp,2022.2.2,59.854398176283496,
115,0,115,0,5,253.19260840001516,253.19260840001516,0.02064040000550449,[0.064453125],[0.19140625],[1],[0],[0],[1.8729816999984905],['target'],dt,001,2022-09-27_23h02.40.244,visual search exp,2022.2.2,59.854398176283496,
116,0,116,0,10,255.1262374999933,255.1262374999933,0.045619199983775616,[-0.404296875],[0.083984375],[1],[0],[0],[1.8469216999947093],['target'],dt,001,2022-09-27_23h02.40.244,visual search exp,2022.2.2,59.854398176283496,
117,0,117,0,5,256.98444680002285,256.98444680002285,0.01866380003048107,[0.3359375],[-0.0693359375],[1],[0],[0],[2.2443001000210643],['target'],dt,001,2022-09-27_23h02.40.244,visual search exp,2022.2.2,59.854398176283496,
118,0,118,0,10,259.2832193999784,259.2832193999784,0.037795100011862814,[0.259765625],[-0.4619140625],[1],[0],[0],[2.3067659999942407],['target'],dt,001,2022-09-27_23h02.40.244,visual search exp,2022.2.2,59.854398176283496,
119,0,119,0,5,261.60506189998705,261.60506189998705,0.01890550000825897,[0.2109375],[-0.134765625],[1],[0],[0],[1.3944663999718614],['target'],dt,001,2022-09-27_23h02.40.244,visual search exp,2022.2.2,59.854398176283496,
120,0,120,0,5,263.03531830001157,263.03531830001157,0.027675899968016893,[0.228515625],[0.05078125],[1],[0],[0],[1.4813425000174902],['target'],dt,001,2022-09-27_23h02.40.244,visual search exp,2022.2.2,59.854398176283496,
121,0,121,0,10,264.57480359997135,264.57480359997135,0.04220599995460361,[0.4990234375],[-0.4609375],[1],[0],[0],[2.39929689996643],['target'],dt,001,2022-09-27_23h02.40.244,visual search exp,2022.2.2,59.854398176283496,
122,0,122,0,10,267.0129759000265,267.0129759000265,0.03522789996350184,[-0.341796875],[-0.130859375],[1],[0],[0],[2.060055299953092],['target'],dt,001,2022-09-27_23h02.40.244,visual search exp,2022.2.2,59.854398176283496,
123,0,123,0,5,269.08845809998456,269.08845809998456,0.019172900007106364,[0.1376953125],[0.3466796875],[1],[0],[0],[1.7938087000511587],['target'],dt,001,2022-09-27_23h02.40.244,visual search exp,2022.2.2,59.854398176283496,
124,0,124,0,5,270.9087377000251,270.9087377000251,0.02129650005372241,[0.33203125],[0.0419921875],[1],[0],[0],[1.457559400005266],['target'],dt,001,2022-09-27_23h02.40.244,visual search exp,2022.2.2,59.854398176283496,
125,0,125,0,10,272.415031099983,272.415031099983,0.03661660000216216,[0.06640625],[-0.4326171875],[1],[0],[0],[2.308368700032588],['target'],dt,001,2022-09-27_23h02.40.244,visual search exp,2022.2.2,59.854398176283496,
126,0,126,0,10,274.7667234999826,274.7667234999826,0.03983409999636933,[-0.4609375],[0.4150390625],[1],[0],[0],[2.9990682000061497],['target'],dt,001,2022-09-27_23h02.40.244,visual search exp,2022.2.2,59.854398176283496,
127,0,127,0,10,277.84470199997304,277.84470199997304,0.06915049999952316,[0.1357421875],[-0.4755859375],[1],[0],[0],[2.2811618999694474],['target'],dt,001,2022-09-27_23h02.40.244,visual search exp,2022.2.2,59.854398176283496,
128,0,128,0,10,280.1650974000222,280.1650974000222,0.03635959996609017,[-0.439453125],[0.3564453125],[1],[0],[0],[1.8997914000065066],['target'],dt,001,2022-09-27_23h02.40.244,visual search exp,2022.2.2,59.854398176283496,
129,0,129,0,5,282.07939749996876,282.07939749996876,0.0196089000091888,[0.466796875],[0.3095703125],[1],[0],[0],[1.887206999992486],['target'],dt,001,2022-09-27_23h02.40.244,visual search exp,2022.2.2,59.854398176283496,
130,0,130,0,5,283.99224400002277,283.99224400002277,0.02008600003318861,[-0.2890625],[-0.4609375],[1],[0],[0],[1.7397923999815248],['target'],dt,001,2022-09-27_23h02.40.244,visual search exp,2022.2.2,59.854398176283496,
131,0,131,0,10,285.78655189997517,285.78655189997517,0.039983300026506186,[-0.0361328125],[0.1982421875],[1],[0],[0],[1.7425977000384592],['target'],dt,001,2022-09-27_23h02.40.244,visual search exp,2022.2.2,59.854398176283496,
132,0,132,0,10,287.5785175000201,287.5785175000201,0.04238460003398359,[0.2548828125],[-0.26953125],[1],[0],[0],[1.5458496000501327],['target'],dt,001,2022-09-27_23h02.40.244,visual search exp,2022.2.2,59.854398176283496,
133,0,133,0,5,289.14005019998876,289.14005019998876,0.01939410000341013,[-0.1845703125],[-0.396484375],[1],[0],[0],[1.759706399985589],['target'],dt,001,2022-09-27_23h02.40.244,visual search exp,2022.2.2,59.854398176283496,
134,0,134,0,5,290.9251767999958,290.9251767999958,0.02054679999127984,[-0.2509765625],[-0.09375],[1],[0],[0],[1.4246444000164047],['target'],dt,001,2022-09-27_23h02.40.244,visual search exp,2022.2.2,59.854398176283496,
135,0,135,0,10,292.40778800001135,292.40778800001135,0.04015130002517253,[-0.1181640625],[0.275390625],[1],[0],[0],[1.63584380003158],['target'],dt,001,2022-09-27_23h02.40.244,visual search exp,2022.2.2,59.854398176283496,
136,0,136,0,5,294.0585050000227,294.0585050000227,0.01892590004717931,[-0.1298828125],[-0.115234375],[1],[0],[0],[1.7793079999973997],['target'],dt,001,2022-09-27_23h02.40.244,visual search exp,2022.2.2,59.854398176283496,
137,0,137,0,10,295.88840449997224,295.88840449997224,0.03709319996414706,[0.4208984375],[0.185546875],[1],[0],[0],[1.853417200036347],['target'],dt,001,2022-09-27_23h02.40.244,visual search exp,2022.2.2,59.854398176283496,
138,0,138,0,5,297.7534969999688,297.7534969999688,0.01810229994589463,[-0.0390625],[0.1884765625],[1],[0],[0],[1.6287750999908894],['target'],dt,001,2022-09-27_23h02.40.244,visual search exp,2022.2.2,59.854398176283496,
139,0,139,0,5,299.4161322999862,299.4161322999862,0.025547600002028048,[-0.24609375],[0.0556640625],[1],[0],[0],[1.7171283999923617],['target'],dt,001,2022-09-27_23h02.40.244,visual search exp,2022.2.2,59.854398176283496,
140,0,140,0,10,301.1834381999797,301.1834381999797,0.03689059999305755,[-0.359375],[0.2919921875],[1],[0],[0],[1.5915125000174157],['target'],dt,001,2022-09-27_23h02.40.244,visual search exp,2022.2.2,59.854398176283496,
141,0,141,0,10,302.81621959997574,302.81621959997574,0.03737820003880188,[0.3671875],[0.419921875],[1],[0],[0],[2.3489466999890283],['target'],dt,001,2022-09-27_23h02.40.244,visual search exp,2022.2.2,59.854398176283496,
142,0,142,0,10,305.21132080000825,305.21132080000825,0.04153649997897446,[-0.4140625],[-0.125],[1],[0],[0],[2.1640682999859564],['target'],dt,001,2022-09-27_23h02.40.244,visual search exp,2022.2.2,59.854398176283496,
143,0,143,0,5,307.38962879998144,307.38962879998144,0.018906100012827665,[0.1787109375],[0.1484375],[1],[0],[0],[1.411032999982126],['target'],dt,001,2022-09-27_23h02.40.244,visual search exp,2022.2.2,59.854398176283496,
144,0,144,0,10,308.8640213999897,308.8640213999897,0.042821999988518655,[-0.1865234375],[0.0673828125],[1],[0],[0],[1.4848765000351705],['target'],dt,001,2022-09-27_23h02.40.244,visual search exp,2022.2.2,59.854398176283496,
145,0,145,0,10,310.38494630000787,310.38494630000787,0.0398570999968797,[0.052734375],[0.4453125],[1],[0],[0],[1.689916400006041],['target'],dt,001,2022-09-27_23h02.40.244,visual search exp,2022.2.2,59.854398176283496,
146,0,146,0,10,312.1288433999871,312.1288433999871,0.04589569999370724,[0.4482421875],[0.23828125],[1],[0],[0],[1.6308459999854676],['target'],dt,001,2022-09-27_23h02.40.244,visual search exp,2022.2.2,59.854398176283496,
147,0,147,0,5,313.7762568999897,313.7762568999897,0.019908000016584992,[0.1005859375],[-0.10546875],[1],[0],[0],[1.4746011000243016],['target'],dt,001,2022-09-27_23h02.40.244,visual search exp,2022.2.2,59.854398176283496,
148,0,148,0,10,315.33995619998313,315.33995619998313,0.0633254999993369,[-0.0595703125],[0.146484375],[1],[0],[0],[1.3674099000054412],['target'],dt,001,2022-09-27_23h02.40.244,visual search exp,2022.2.2,59.854398176283496,
149,0,149,0,10,316.7368936999701,316.7368936999701,0.03832310001598671,[-0.060546875],[-0.013671875],[1],[0],[0],[1.5372097000363283],[],dt,001,2022-09-27_23h02.40.244,visual search exp,2022.2.2,59.854398176283496,
150,0,150,0,10,318.3237601000001,318.3237601000001,0.04025120002916083,[0.0625],[-0.4140625],[1],[0],[0],[2.1591168000013568],['target'],dt,001,2022-09-27_23h02.40.244,visual search exp,2022.2.2,59.854398176283496,
151,0,151,0,10,320.5222742999904,320.5222742999904,0.037056899978779256,[-0.1513671875],[0.2333984375],[1],[0],[0],[1.5603841000120156],['target'],dt,001,2022-09-27_23h02.40.244,visual search exp,2022.2.2,59.854398176283496,
152,0,152,0,10,322.12466149998363,322.12466149998363,0.037128299998585135,[0.2216796875],[0.4384765625],[1],[0],[0],[2.1202273000380956],['target'],dt,001,2022-09-27_23h02.40.244,visual search exp,2022.2.2,59.854398176283496,
153,0,153,0,5,324.2776865999913,324.2776865999913,0.03388480003923178,[-0.3662109375],[0.33203125],[1],[0],[0],[1.8748926000553183],['target'],dt,001,2022-09-27_23h02.40.244,visual search exp,2022.2.2,59.854398176283496,
154,0,154,0,10,326.2137956999941,326.2137956999941,0.0430157000082545,[-0.30078125],[0.3193359375],[1],[0],[0],[1.433366799959913],['target'],dt,001,2022-09-27_23h02.40.244,visual search exp,2022.2.2,59.854398176283496,
